Parent Title 2017,Hierarchy Level 2017,Parent Title 2018,Hierarchy Level 2018,Child Title 2017,Child Title 2018,Child Hierarchy Level 2017,Child Hierarchy Level 2018,Semantic Similarity Score
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART I—DEDUCTIONS,PART I—D EDUCTI ONS,4.Part,4.Part,0.88174534
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART I—DEDUCTIONS,PART II—REP EALED],4.Part,4.Part,0.8141999
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART I—DEDUCTIONS,PART III—S ALES AN D EX CHANGES,4.Part,4.Part,0.7934214
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART I—DEDUCTIONS,PART IV—M INERAL P RODUCTI ON P AYME NTS,4.Part,4.Part,0.7413986
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART I—DEDUCTIONS,PART V—CO NTI NENTAL S HELF A REAS,4.Part,4.Part,0.74972695
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART II—REPEALED],PART I—D EDUCTI ONS,4.Part,4.Part,0.7748525
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART II—REPEALED],PART II—REP EALED],4.Part,4.Part,0.9862779
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART II—REPEALED],PART III—S ALES AN D EX CHANGES,4.Part,4.Part,0.7214316
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART II—REPEALED],PART IV—M INERAL P RODUCTI ON P AYME NTS,4.Part,4.Part,0.70244265
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART II—REPEALED],PART V—CO NTI NENTAL S HELF A REAS,4.Part,4.Part,0.7018678
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART III—SALES AND EXCHANGES,PART I—D EDUCTI ONS,4.Part,4.Part,0.7384484
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART III—SALES AND EXCHANGES,PART II—REP EALED],4.Part,4.Part,0.71477205
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART III—SALES AND EXCHANGES,PART III—S ALES AN D EX CHANGES,4.Part,4.Part,0.8676114
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART III—SALES AND EXCHANGES,PART IV—M INERAL P RODUCTI ON P AYME NTS,4.Part,4.Part,0.7140927
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART III—SALES AND EXCHANGES,PART V—CO NTI NENTAL S HELF A REAS,4.Part,4.Part,0.74623615
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART IV—MINERAL PRODUCTION   PAYMENTS,PART I—D EDUCTI ONS,4.Part,4.Part,0.76859283
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART IV—MINERAL PRODUCTION   PAYMENTS,PART II—REP EALED],4.Part,4.Part,0.74453986
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART IV—MINERAL PRODUCTION   PAYMENTS,PART III—S ALES AN D EX CHANGES,4.Part,4.Part,0.7615622
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART IV—MINERAL PRODUCTION   PAYMENTS,PART IV—M INERAL P RODUCTI ON P AYME NTS,4.Part,4.Part,0.8970765
Subchapter I—Natural Resources,3.Subchapter,Subchapter I—Natural Resources,3.Subchapter,PART IV—MINERAL PRODUCTION   PAYMENTS,PART V—CO NTI NENTAL S HELF A REAS,4.Part,4.Part,0.8189572
"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,PART V—CONTINENTAL SHELF AREAS,"PART I—E STATES, TR USTS, AN D BENEFI CIARIES",4.Part,4.Part,0.79005414
"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,PART V—CONTINENTAL SHELF AREAS,PART II—I NCOME I N RE SPECT O F DECED ENTS,4.Part,4.Part,0.81156063
"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,"PART I—ESTATES, TRUSTS, AND   BENEFICIARIES","PART I—E STATES, TR USTS, AN D BENEFI CIARIES",4.Part,4.Part,0.90858114
"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,"PART I—ESTATES, TRUSTS, AND   BENEFICIARIES",PART II—I NCOME I N RE SPECT O F DECED ENTS,4.Part,4.Part,0.8140346
"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,PART II—INCOME IN RESPECT OF   DECEDENTS,"PART I—E STATES, TR USTS, AN D BENEFI CIARIES",4.Part,4.Part,0.83217067
"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,"Subchapter J—Estates, Trusts, Beneficiaries, and Decedents",3.Subchapter,PART II—INCOME IN RESPECT OF   DECEDENTS,PART II—I NCOME I N RE SPECT O F DECED ENTS,4.Part,4.Part,0.9211434
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART IV—REPEALED],PART IV—REP EALED],4.Part,4.Part,0.9860542
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART IV—REPEALED],PART I—LIFE I NSURAN CE CO MPANIES,4.Part,4.Part,0.7240716
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART IV—REPEALED],PART II—OT HER INSURAN CE CO MPANIES,4.Part,4.Part,0.7432767
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART IV—REPEALED],PART III—P ROVIS IONS O F G ENERAL APPLICATION,4.Part,4.Part,0.719511
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART I—LIFE INSURANCE COMPANIES,PART IV—REP EALED],4.Part,4.Part,0.7378756
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART I—LIFE INSURANCE COMPANIES,PART I—LIFE I NSURAN CE CO MPANIES,4.Part,4.Part,0.88253653
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART I—LIFE INSURANCE COMPANIES,PART II—OT HER INSURAN CE CO MPANIES,4.Part,4.Part,0.847244
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART I—LIFE INSURANCE COMPANIES,PART III—P ROVIS IONS O F G ENERAL APPLICATION,4.Part,4.Part,0.7950171
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART II—OTHER INSURANCE COMPANIES,PART IV—REP EALED],4.Part,4.Part,0.7294376
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART II—OTHER INSURANCE COMPANIES,PART I—LIFE I NSURAN CE CO MPANIES,4.Part,4.Part,0.78030133
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART II—OTHER INSURANCE COMPANIES,PART II—OT HER INSURAN CE CO MPANIES,4.Part,4.Part,0.8602971
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART II—OTHER INSURANCE COMPANIES,PART III—P ROVIS IONS O F G ENERAL APPLICATION,4.Part,4.Part,0.76954275
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART III—PROVISIONS OF GENERAL   APPLICATION,PART IV—REP EALED],4.Part,4.Part,0.6871178
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART III—PROVISIONS OF GENERAL   APPLICATION,PART I—LIFE I NSURAN CE CO MPANIES,4.Part,4.Part,0.7177187
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART III—PROVISIONS OF GENERAL   APPLICATION,PART II—OT HER INSURAN CE CO MPANIES,4.Part,4.Part,0.7483644
Subchapter L—Insurance Companies,3.Subchapter,Subchapter L—Insurance Companies,3.Subchapter,PART III—PROVISIONS OF GENERAL   APPLICATION,PART III—P ROVIS IONS O F G ENERAL APPLICATION,4.Part,4.Part,0.85880756
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.8630905
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.7660829
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.76790386
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART IV—S PECI AL R ULES,4.Part,4.Part,0.7088983
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART V—REP EALED],4.Part,4.Part,0.6549634
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART VI—REP EALED],4.Part,4.Part,0.66925335
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART I—DETERMINATION OF AMOUNT OF   AND RECOGNITION OF GAIN OR LOSS,PART IX—REP EALED],4.Part,4.Part,0.6687195
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.7534149
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.8828649
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.7406337
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART IV—S PECI AL R ULES,4.Part,4.Part,0.73597544
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART V—REP EALED],4.Part,4.Part,0.69301856
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART VI—REP EALED],4.Part,4.Part,0.73194855
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART II—BASIS RULES OF GENERAL   APPLICATION,PART IX—REP EALED],4.Part,4.Part,0.7130108
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.77525777
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.80047005
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.9288499
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART IV—S PECI AL R ULES,4.Part,4.Part,0.78160137
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART V—REP EALED],4.Part,4.Part,0.72257113
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART VI—REP EALED],4.Part,4.Part,0.7563864
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART III—COMMON NONTAXABLE   EXCHANGES,PART IX—REP EALED],4.Part,4.Part,0.7447251
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.6522213
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.7249462
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.6939021
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART IV—S PECI AL R ULES,4.Part,4.Part,0.8596785
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART V—REP EALED],4.Part,4.Part,0.7665864
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART VI—REP EALED],4.Part,4.Part,0.7909332
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART IV—SPECIAL RULES,PART IX—REP EALED],4.Part,4.Part,0.7713238
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.69715536
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.7316103
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.7095349
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART IV—S PECI AL R ULES,4.Part,4.Part,0.8207077
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART V—REP EALED],4.Part,4.Part,0.98383677
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART VI—REP EALED],4.Part,4.Part,0.94699097
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART V—REPEALED],PART IX—REP EALED],4.Part,4.Part,0.89848065
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.69779676
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.75491786
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.7235341
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART IV—S PECI AL R ULES,4.Part,4.Part,0.8158008
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART V—REP EALED],4.Part,4.Part,0.9446844
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART VI—REP EALED],4.Part,4.Part,0.9857727
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VI—REPEALED],PART IX—REP EALED],4.Part,4.Part,0.93340456
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART I—D ETE RMINATION O F AM OUNT O F AND RECOG NITION O F G AIN O R L OSS,4.Part,4.Part,0.7489209
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART II—B ASIS R ULES O F G ENERAL APPLICATION,4.Part,4.Part,0.808969
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART III—CO MMON N ONTAXABL E EXCHANGES,4.Part,4.Part,0.7844967
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART IV—S PECI AL R ULES,4.Part,4.Part,0.8312187
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART V—REP EALED],4.Part,4.Part,0.8120625
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART VI—REP EALED],4.Part,4.Part,0.85334027
Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,Subchapter O—Gain or Loss on Disposition of Property,3.Subchapter,PART VII—WASH SALES; STRADDLES,PART IX—REP EALED],4.Part,4.Part,0.8248615
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART I—TRE ATME NT O F C APITAL G AINS,4.Part,4.Part,0.70637965
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART II—TRE ATME NT O F C APITAL L OSSES,4.Part,4.Part,0.7101473
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART III—G ENERAL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.6567613
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART IV—S PECI AL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.6992833
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART V—S PECI AL R ULES F OR BO NDS AN D OTHER D EBT I NSTRUMENTS,4.Part,4.Part,0.6728414
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART VIII—REPEALED],PART VI—TRE ATME NT O F CE RTAIN P ASSIVE FOREI GN INVE STME NT CO MPANIES,4.Part,4.Part,0.7103205
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART I—TRE ATME NT O F C APITAL G AINS,4.Part,4.Part,0.70529765
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART II—TRE ATME NT O F C APITAL L OSSES,4.Part,4.Part,0.7098237
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART III—G ENERAL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.6824506
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART IV—S PECI AL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.72643447
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART V—S PECI AL R ULES F OR BO NDS AN D OTHER D EBT I NSTRUMENTS,4.Part,4.Part,0.6907321
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART IX—REPEALED],PART VI—TRE ATME NT O F CE RTAIN P ASSIVE FOREI GN INVE STME NT CO MPANIES,4.Part,4.Part,0.71835095
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART I—TRE ATME NT O F C APITAL G AINS,4.Part,4.Part,0.86100554
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART II—TRE ATME NT O F C APITAL L OSSES,4.Part,4.Part,0.8313825
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART III—G ENERAL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.8111723
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART IV—S PECI AL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.84093565
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART V—S PECI AL R ULES F OR BO NDS AN D OTHER D EBT I NSTRUMENTS,4.Part,4.Part,0.7886734
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART I—TREATMENT OF CAPITAL GAINS,PART VI—TRE ATME NT O F CE RTAIN P ASSIVE FOREI GN INVE STME NT CO MPANIES,4.Part,4.Part,0.8153095
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART I—TRE ATME NT O F C APITAL G AINS,4.Part,4.Part,0.79685163
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART II—TRE ATME NT O F C APITAL L OSSES,4.Part,4.Part,0.8438793
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART III—G ENERAL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.78824687
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART IV—S PECI AL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.8164594
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART V—S PECI AL R ULES F OR BO NDS AN D OTHER D EBT I NSTRUMENTS,4.Part,4.Part,0.7658985
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART II—TREATMENT OF CAPITAL LOSSES,PART VI—TRE ATME NT O F CE RTAIN P ASSIVE FOREI GN INVE STME NT CO MPANIES,4.Part,4.Part,0.77631664
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART III—GENERAL RULES FOR DETER - MINING CAPITAL GAINS AND LOSSES,PART I—TRE ATME NT O F C APITAL G AINS,4.Part,4.Part,0.8299036
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART III—GENERAL RULES FOR DETER - MINING CAPITAL GAINS AND LOSSES,PART II—TRE ATME NT O F C APITAL L OSSES,4.Part,4.Part,0.823071
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART III—GENERAL RULES FOR DETER - MINING CAPITAL GAINS AND LOSSES,PART III—G ENERAL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.88274205
Subchapter P—Capital Gains and Losses,3.Subchapter,Subchapter P—Capital Gains and Losses,3.Subchapter,PART III—GENERAL RULES FOR DETER - MINING CAPITAL GAINS AND LOSSES,PART IV—S PECI AL R ULES F OR DETE RMINING C APITAL G AINS AN D L OSSES,4.Part,4.Part,0.8287455
